order_quantity,number_of_items,current_stock,reorder_level,shortage_quantity,supplier_lead_time,processing_time,shipping_time,fulfillment_days
15,3,0,41,15,6.9,1.13,2.04,11.69
14,5,1,43,13,7.5,1.61,2.87,15.96
6,4,3,60,3,6.4,1.46,6.18,17.33
13,7,0,54,13,10.7,2.06,3.66,21.26
4,4,383,106,0,27.5,1.23,2.88,4.18
7,3,27,15,0,3.9,1.44,3.33,4.98
20,1,109,50,0,8.7,0.96,3.71,4.88
54,8,96,35,0,10.8,1.77,3.42,5.32
206,9,31,49,175,7.2,2.72,1.33,14.07
10,2,153,53,0,9.8,0.94,1.44,2.43
60,8,164,60,0,10.0,1.82,3.42,5.46
20,2,15,33,5,6.2,0.77,3.22,12.32
14,3,139,69,0,15.2,1.0,3.62,4.7
24,4,0,58,24,9.8,1.37,5.6,18.77
17,8,32,33,0,7.0,1.83,3.32,5.47
18,5,149,61,0,10.8,1.36,4.36,5.97
11,7,262,74,0,15.0,1.56,5.95,7.67
5,2,167,52,0,10.4,0.89,3.9,5.05
4,4,0,59,4,7.2,1.43,3.47,16.09
30,9,0,63,30,11.7,2.01,3.85,21.45
13,7,211,80,0,24.0,1.57,3.42,5.06
10,6,52,57,0,8.6,1.68,4.84,6.71
17,6,88,38,0,7.6,1.75,3.49,5.36
34,5,106,57,0,9.1,1.28,3.05,4.61
19,3,116,48,0,7.9,1.07,3.36,4.77
9,4,41,19,0,8.0,1.41,3.81,5.5
50,10,269,47,0,6.7,2.11,4.32,6.53
68,11,123,70,0,16.4,2.03,2.87,5.22
26,6,8,61,18,14.4,1.42,3.39,21.45
39,5,14,46,25,9.5,1.6,3.51,18.48
50,10,111,55,0,8.4,1.83,3.52,5.56
45,10,126,51,0,12.7,2.26,1.52,4.01
29,4,165,68,0,11.6,1.95,3.75,5.98
28,5,0,41,28,11.4,1.49,5.8,20.25
26,4,168,82,0,18.6,1.28,3.41,4.98
6,4,148,70,0,13.3,1.07,1.68,2.87
31,6,488,123,0,30.0,1.4,5.69,7.31
5,4,3,50,2,8.8,1.21,3.23,15.1
8,5,5,96,3,24.5,1.89,3.47,34.69
53,6,1,56,52,13.0,1.73,3.23,20.42
35,3,98,30,0,7.1,1.18,3.06,4.38
63,6,272,39,0,8.1,1.46,3.01,4.79
13,5,109,55,0,14.0,1.43,3.48,5.2
6,2,39,30,0,6.5,1.21,4.12,5.63
13,3,70,71,0,10.4,1.16,3.68,5.13
18,6,5,95,13,28.7,1.35,3.07,35.69
18,2,76,45,0,4.2,0.89,6.7,7.79
46,9,134,41,0,10.4,1.42,5.77,7.25
12,2,53,36,0,8.1,1.06,2.21,3.49
23,2,14,89,9,24.9,1.1,3.47,33.5
7,2,58,41,0,10.1,1.06,1.62,2.96
25,3,49,54,0,7.6,1.34,5.84,7.33
16,3,210,47,0,6.6,1.09,1.37,2.68
8,4,53,40,0,6.9,1.55,4.12,10.09
13,5,202,121,0,23.2,1.01,3.42,4.75
14,7,49,35,0,4.6,1.41,3.92,5.48
13,6,259,63,0,13.3,1.26,3.52,5.05
81,6,434,75,0,19.4,1.47,3.45,4.97
15,3,94,45,0,10.3,1.38,3.78,5.36
13,3,9,37,4,6.9,1.39,1.45,10.82
2,1,0,71,2,13.2,1.07,1.15,18.2
7,2,4,50,3,7.5,1.41,1.16,11.82
13,2,6,60,7,8.4,1.18,6.26,17.1
9,4,76,38,0,7.8,1.2,2.51,4.0
57,4,31,51,26,8.0,1.67,1.67,14.98
14,4,84,74,0,16.0,1.02,1.0,2.1
52,4,183,56,0,9.9,1.46,3.58,5.27
17,5,2,55,15,13.6,1.49,2.1,20.64
17,5,111,53,0,13.6,1.39,3.1,4.57
15,4,0,60,15,10.7,1.69,3.74,19.14
17,6,97,93,0,20.0,1.53,4.01,5.75
77,6,95,37,0,7.2,1.64,5.74,7.54
2,1,1,59,1,10.2,0.89,1.21,13.81
3,3,96,49,0,5.2,1.05,3.67,4.79
10,2,0,52,10,11.0,1.11,4.06,18.38
17,3,1,55,16,15.5,1.26,4.53,24.33
31,4,0,27,31,6.2,1.33,3.17,12.56
25,2,20,40,5,8.5,1.31,3.79,15.7
12,2,2,41,10,7.9,1.11,3.28,13.84
41,3,107,33,0,4.1,1.15,2.99,4.26
42,8,22,42,20,6.9,1.7,3.39,13.71
19,13,50,62,0,14.0,2.22,3.4,5.9
39,2,25,60,14,10.5,1.57,6.04,19.94
21,4,16,51,5,12.2,1.52,6.19,20.73
10,2,182,83,0,15.6,0.88,3.6,4.75
31,6,231,100,0,22.2,1.51,6.55,8.27
18,2,141,51,0,6.9,0.91,4.35,5.57
16,6,62,56,0,13.4,1.23,1.51,2.93
62,3,75,46,0,8.4,1.31,5.78,7.22
2,2,171,50,0,7.1,0.88,3.41,4.44
5,3,4,48,1,9.5,1.32,1.4,13.57
6,2,265,57,0,13.6,0.73,1.23,2.29
12,3,74,47,0,10.9,1.46,2.83,4.61
13,2,5,42,8,9.0,1.25,1.0,15.37
4,3,110,54,0,14.2,1.36,3.81,5.24
7,6,204,93,0,13.8,1.54,6.34,8.18
8,5,43,29,0,8.8,1.3,6.15,7.55
150,4,0,53,150,13.3,1.96,5.89,24.32
83,6,33,61,50,10.8,2.04,1.27,18.48
11,3,46,38,0,7.9,1.02,2.88,4.04
12,4,81,60,0,13.7,1.43,5.71,7.34
6,6,274,68,0,13.9,1.27,1.17,2.62
3,1,125,52,0,6.7,1.14,5.36,6.79
15,5,76,60,0,13.3,1.27,3.6,5.0
7,1,77,82,0,16.5,1.07,5.67,7.06
15,9,32,25,0,6.9,1.59,3.52,5.45
4,2,93,51,0,11.6,0.9,1.0,2.11
8,3,100,47,0,7.0,1.28,6.26,7.74
19,2,85,63,0,7.2,1.14,3.69,5.17
23,7,79,29,0,5.7,1.62,5.77,7.61
24,3,97,64,0,17.4,0.94,2.12,3.22
5,1,89,76,0,16.5,0.9,3.46,4.45
35,7,27,75,8,17.0,1.67,3.56,25.2
8,1,67,42,0,9.1,0.8,5.3,6.29
29,3,5,57,24,15.5,1.33,3.15,23.04
16,6,3,38,13,7.1,1.64,3.21,16.0
5,4,62,46,0,6.6,0.86,3.85,5.0
12,1,44,46,0,9.2,0.95,1.93,3.19
23,1,396,83,0,16.1,1.25,3.24,4.69
29,6,234,56,0,11.7,1.68,3.58,5.37
14,6,126,54,0,8.8,1.49,6.39,8.17
65,1,12,50,53,8.6,1.27,1.35,13.9
41,1,26,72,15,17.4,1.36,1.0,21.11
13,2,290,74,0,14.4,0.94,3.82,4.84
32,8,99,65,0,17.9,1.11,3.69,5.02
94,1,25,70,69,17.3,1.54,3.63,24.54
96,6,43,33,53,5.3,1.65,1.93,10.02
5,3,0,76,5,16.4,1.31,6.47,27.22
7,2,145,73,0,14.5,1.05,3.78,5.12
63,4,238,35,0,7.3,1.63,2.97,4.7
6,4,66,40,0,9.2,1.1,1.0,2.31
5,2,108,53,0,10.0,0.79,1.66,2.64
11,3,0,75,11,22.0,1.54,3.53,33.84
24,5,12,65,12,11.0,1.54,3.56,18.69
15,5,9,64,6,14.3,1.64,4.26,22.36
9,4,140,60,0,16.3,1.12,1.91,3.09
9,6,3,37,6,8.9,1.6,3.42,16.62
9,2,139,78,0,17.2,0.99,3.17,4.49
7,6,4,56,3,10.5,1.51,3.79,17.56
128,6,333,105,0,28.9,1.94,3.71,5.94
21,7,12,42,9,7.3,1.6,3.4,13.28
37,3,57,41,0,10.1,1.11,1.0,2.23
11,5,154,71,0,16.6,1.31,1.07,2.64
14,3,0,60,14,8.0,1.49,3.88,15.44
9,3,179,89,0,14.9,0.88,1.0,2.14
2,2,47,48,0,9.4,1.33,3.76,5.4
5,1,87,46,0,6.9,0.76,3.7,4.78
3,1,118,44,0,6.4,1.11,1.05,2.37
2,2,47,40,0,11.6,0.84,3.9,4.97
6,2,70,50,0,12.9,1.01,1.46,2.78
54,7,41,20,13,7.2,2.13,5.93,17.63
16,6,295,67,0,13.4,1.4,2.98,4.64
53,8,73,59,0,6.2,1.52,4.08,5.73
24,5,141,59,0,9.0,1.38,2.96,4.48
33,7,48,54,0,10.4,1.56,1.0,2.82
7,4,2,51,5,10.0,1.54,1.56,15.86
26,8,189,53,0,11.3,1.77,5.56,7.49
32,3,13,63,19,10.2,1.28,4.43,17.68
10,4,8,53,2,9.6,1.21,3.06,15.41
27,7,13,51,14,9.6,1.72,1.86,15.24
27,5,69,36,0,8.3,1.13,4.24,5.68
10,7,72,69,0,13.5,1.71,1.82,3.75
6,2,43,50,0,9.7,1.41,3.16,4.84
6,2,97,49,0,7.9,0.79,1.65,2.67
18,3,125,72,0,13.2,1.08,4.11,5.39
22,4,157,43,0,12.4,1.26,1.0,2.37
8,4,62,39,0,7.0,0.96,1.99,3.25
17,2,169,75,0,18.7,1.22,3.72,5.25
27,4,75,44,0,9.0,1.16,4.35,5.84
29,8,13,38,16,9.2,1.82,1.69,13.88
66,8,103,46,0,10.5,1.79,1.57,8.34
52,7,35,48,17,12.2,1.7,3.81,21.76
7,4,70,62,0,10.7,1.39,2.94,4.4
75,4,44,48,31,7.7,1.84,3.13,15.43
10,2,0,40,10,5.4,1.47,3.53,12.18
42,5,0,60,42,18.5,1.77,3.26,28.6
17,1,150,63,0,7.3,1.21,3.22,4.54
11,3,84,57,0,12.8,1.2,4.42,5.72
3,3,116,72,0,10.7,1.1,4.31,5.48
14,5,5,44,9,5.1,1.57,1.0,9.13
4,4,1,44,3,8.2,1.77,1.52,13.3
39,4,0,106,39,20.5,1.39,2.96,34.1
64,12,59,44,5,5.6,2.17,4.02,12.75
8,3,87,47,0,9.3,1.34,6.1,7.67
22,7,99,55,0,12.2,1.33,2.16,3.73
9,2,95,54,0,7.3,1.03,1.11,2.43
9,2,6,50,3,11.1,1.13,1.07,15.72
33,6,8,59,25,13.3,1.53,5.9,23.64
16,8,87,54,0,12.6,1.57,5.73,7.36
79,2,125,48,0,11.1,1.36,5.96,7.66
11,4,97,45,0,9.9,1.19,6.53,7.8
40,11,60,61,0,7.4,2.21,6.21,8.74
18,1,0,72,18,13.1,1.16,5.87,22.98
34,2,172,56,0,10.6,1.44,3.52,5.26
11,3,2,84,9,21.8,1.35,2.79,32.31
16,4,0,61,16,14.5,1.67,1.0,24.3
15,4,57,44,0,8.7,1.25,6.54,7.85
8,1,165,75,0,11.6,1.1,1.16,2.33
30,4,50,44,0,6.6,1.08,4.15,5.42
30,3,105,45,0,5.4,1.2,3.36,4.89
28,4,116,50,0,8.6,1.3,3.56,5.19
66,13,105,31,0,6.2,2.05,3.87,6.15
61,9,74,66,0,13.9,1.83,3.93,5.88
12,7,69,76,0,20.8,1.76,5.77,7.64
23,7,0,84,23,16.4,1.64,3.53,23.78
9,2,43,42,0,9.2,0.87,3.49,4.61
17,5,129,59,0,14.1,1.21,6.17,7.58
10,6,1,55,9,8.5,1.92,3.59,18.94
71,5,41,68,30,17.3,1.74,3.17,23.79
23,5,196,60,0,13.3,1.39,3.57,5.05
14,3,70,27,0,10.5,1.0,2.84,3.9
48,4,193,49,0,10.2,1.43,3.5,5.1
2,2,100,69,0,13.3,0.84,1.55,2.56
3,1,1,47,2,10.3,1.26,1.06,16.7
34,5,0,77,34,16.0,1.51,3.37,24.03
17,4,107,49,0,9.1,1.34,3.27,4.9
21,5,131,62,0,9.8,1.41,5.78,7.3
5,3,101,45,0,10.1,0.83,3.84,4.88
16,6,72,48,0,9.6,1.29,6.21,7.73
100,6,143,30,0,7.6,2.02,3.93,6.22
35,2,1,47,34,8.8,1.37,6.94,19.07
19,6,0,49,19,10.4,1.51,1.99,15.67
11,5,233,62,0,10.1,1.38,2.81,4.48
12,3,132,76,0,19.6,1.14,1.21,2.64
2,2,48,55,0,12.2,1.23,2.1,3.57
21,5,177,70,0,17.7,1.22,1.32,2.83
35,3,117,39,0,6.0,0.69,3.29,4.06
4,4,73,88,0,15.1,1.43,3.65,5.28
9,4,40,24,0,12.2,1.36,3.37,4.85
6,3,102,52,0,10.1,1.08,6.77,8.13
7,3,258,55,0,7.4,1.16,5.93,7.21
17,3,4,59,13,13.7,1.25,7.09,23.88
3,2,113,67,0,12.9,1.07,3.25,4.48
29,8,164,77,0,14.0,1.66,3.2,5.01
32,5,23,45,9,8.7,1.6,3.12,15.4
13,3,118,65,0,16.0,1.35,3.15,4.7
2,1,1,72,1,13.4,1.43,1.83,20.55
7,5,0,54,7,9.0,1.21,5.4,18.23
50,2,0,79,50,18.7,1.29,3.05,26.03
1,1,70,63,0,11.5,0.97,3.73,4.95
12,4,0,48,12,5.6,1.31,1.0,9.4
6,3,102,48,0,9.0,1.16,2.84,4.13
34,7,188,74,0,15.9,1.65,1.48,3.42
9,4,0,54,9,9.1,1.5,3.68,16.93
24,7,7,50,17,10.7,1.98,3.35,17.51
27,3,136,83,0,16.1,1.19,3.7,5.07
86,5,122,39,0,9.2,1.5,3.11,4.83
14,4,139,65,0,14.4,1.5,6.68,8.43
23,3,90,49,0,6.7,1.22,1.91,3.21
4,1,91,48,0,12.1,1.22,3.13,4.65
48,5,162,66,0,11.8,1.4,3.42,4.9
8,5,68,62,0,12.5,1.0,5.12,6.34
10,6,97,75,0,13.1,1.17,3.92,5.2
16,2,134,61,0,10.9,0.97,2.92,4.21
4,1,0,52,4,10.4,0.93,1.26,14.27
20,2,223,57,0,10.7,0.81,5.87,6.76
39,3,95,82,0,18.4,1.28,2.88,4.35
21,5,129,76,0,11.3,1.18,1.13,2.56
4,4,109,99,0,24.4,1.43,6.17,7.88
15,3,52,61,0,13.1,1.53,5.78,7.6
32,5,0,54,32,11.3,1.93,3.89,18.97
3,3,1,44,2,6.9,1.23,3.83,13.27
6,1,1,56,5,14.8,1.06,3.12,21.07
36,6,134,47,0,9.7,1.31,1.3,2.84
21,8,142,60,0,15.7,1.51,1.3,2.98
24,7,45,37,0,8.1,1.6,3.32,5.17
88,3,40,62,48,10.7,1.46,6.66,21.28
25,2,77,51,0,9.6,0.8,1.59,2.68
30,5,114,58,0,14.3,1.3,2.75,4.14
189,4,219,79,0,19.0,1.65,3.21,5.1
14,3,103,51,0,10.6,1.11,1.29,2.63
8,5,99,50,0,9.3,1.46,3.69,5.4
24,4,22,28,2,7.1,1.31,2.31,15.94
24,7,17,38,7,8.9,2.03,1.85,14.53
10,5,2,67,8,19.1,1.47,3.45,27.42
6,1,79,45,0,10.7,1.01,1.12,2.19
131,8,176,54,0,12.8,1.62,4.14,5.88
22,6,64,30,0,6.3,1.06,1.37,2.65
9,6,6,47,3,6.2,1.81,1.0,11.0
37,4,61,58,0,6.0,1.61,3.66,5.4
15,5,148,83,0,17.0,1.43,2.94,4.46
13,2,69,49,0,10.8,1.66,3.8,5.66
27,7,76,48,0,8.0,1.63,5.82,7.76
5,2,1,67,4,15.0,1.36,3.36,25.96
23,6,84,44,0,9.5,1.46,2.26,4.05
92,7,133,83,0,15.7,2.09,3.98,10.25
25,8,148,74,0,10.6,1.73,2.97,4.91
12,1,190,56,0,15.8,1.01,3.17,4.33
10,2,84,59,0,7.7,1.21,1.59,2.97
11,6,86,54,0,12.6,1.33,3.43,4.94
13,5,0,62,13,13.9,1.18,2.53,20.09
12,3,156,42,0,6.1,0.86,5.22,6.42
38,3,148,70,0,10.8,1.32,3.33,4.98
3,1,1,45,2,7.0,1.2,3.85,13.38
36,9,112,44,0,6.3,1.74,3.3,5.22
12,7,64,60,0,9.8,1.22,6.0,7.56
23,4,193,71,0,12.8,1.36,2.66,4.07
6,1,4,51,2,8.2,1.0,3.53,14.93
54,5,49,62,5,10.0,1.84,4.13,18.73
50,6,74,42,0,8.6,1.25,3.79,5.25
39,2,21,51,18,15.2,1.5,3.83,23.16
4,4,182,95,0,17.6,0.97,1.41,2.47
35,6,226,95,0,26.6,1.37,5.27,6.88
24,7,132,67,0,16.5,1.56,6.49,8.31
4,2,154,59,0,13.3,1.16,1.75,3.06
16,4,197,64,0,15.2,1.44,3.74,5.3
23,3,33,40,0,8.6,1.36,1.43,3.1
27,1,17,56,10,9.7,1.01,5.71,19.17
19,8,127,63,0,11.9,1.28,2.1,3.59
21,6,3,45,18,6.0,1.5,3.65,12.58
62,1,172,52,0,8.4,0.97,5.18,6.31
50,7,244,95,0,24.8,1.26,1.48,2.8
1,1,1,47,0,9.8,1.03,5.86,7.24
12,3,3,49,9,5.7,1.44,2.32,11.36
14,4,65,44,0,9.0,1.5,3.16,4.72
3,1,0,51,3,11.5,1.23,2.67,19.79
18,5,2,71,16,13.0,1.36,2.44,18.36
51,6,27,54,24,10.6,2.05,2.98,17.6
6,1,69,55,0,12.5,1.05,2.41,3.72
22,4,57,42,0,8.3,1.05,2.79,3.96
7,4,144,88,0,17.8,0.92,2.67,3.78
9,4,221,77,0,16.1,1.14,2.97,4.28
62,5,57,40,5,5.4,1.35,4.27,11.95
10,6,72,32,0,7.3,1.07,3.91,5.21
25,3,12,70,13,15.0,1.27,5.88,25.43
3,3,119,57,0,12.1,0.85,4.25,5.4
88,8,18,49,70,11.9,2.09,1.29,17.33
28,5,265,50,0,11.3,1.43,5.57,7.3
14,2,10,80,4,16.6,1.19,5.81,25.35
28,4,58,71,0,12.0,1.51,5.29,6.92
5,5,119,51,0,13.1,1.12,2.65,3.82
48,10,31,47,17,11.4,2.08,3.8,19.02
12,6,3,51,9,7.6,1.51,1.65,12.1
14,2,0,65,14,15.4,1.14,5.42,23.66
11,8,7,56,4,9.4,1.85,3.71,16.49
10,5,68,46,0,9.4,1.1,3.73,5.11
31,5,0,58,31,10.1,1.84,1.23,16.97
21,1,5,28,16,6.7,1.14,5.57,15.19
30,6,115,99,0,23.0,1.36,3.86,5.5
16,4,3,47,13,15.0,1.54,3.7,22.44
26,3,108,53,0,7.4,1.72,2.28,4.33
11,3,1,83,10,19.8,1.03,1.7,26.24
122,9,0,53,122,8.8,2.3,2.7,17.14
4,4,1,52,3,9.4,1.92,2.81,16.07
51,3,25,31,26,8.8,1.17,1.4,13.21
56,5,15,92,41,18.2,1.41,3.86,27.61
8,1,4,77,4,16.9,1.46,1.64,22.4
122,8,18,61,104,10.3,2.19,5.72,20.03
40,12,37,46,3,10.6,2.15,2.74,18.01
39,4,115,69,0,14.7,1.17,2.16,3.67
17,4,62,53,0,14.5,1.2,2.14,3.67
14,4,235,56,0,10.8,1.15,2.87,4.22
14,2,101,46,0,11.0,0.97,3.8,4.87
23,6,16,118,7,15.1,1.42,3.61,21.63
58,9,108,45,0,5.9,1.79,3.81,5.89
19,3,68,74,0,12.7,1.18,4.18,5.67
7,5,119,57,0,12.4,1.12,4.14,5.6
35,5,24,82,11,18.2,1.63,1.73,25.28
38,7,76,71,0,13.2,1.52,1.39,3.25
30,3,10,53,20,13.8,1.32,1.37,20.1
32,3,24,40,8,8.4,1.54,3.4,15.13
13,2,120,57,0,8.6,0.89,2.73,3.89
7,1,148,58,0,12.6,1.13,3.52,4.92
8,3,113,29,0,5.1,1.27,1.85,3.29
4,4,123,44,0,9.6,0.99,6.19,7.47
20,5,77,30,0,6.9,1.55,1.05,2.66
15,1,73,29,0,8.8,0.92,3.71,4.73
11,3,7,20,4,5.4,1.34,5.7,13.73
1,1,53,43,0,7.2,1.15,5.57,6.96
5,2,112,82,0,17.4,1.14,6.27,7.46
45,6,0,68,45,7.0,1.59,2.93,13.63
9,2,5,45,4,7.8,1.19,1.89,13.34
23,5,200,36,0,9.1,1.28,3.76,5.38
5,1,2,64,3,13.8,0.87,4.07,23.69
60,6,27,59,33,10.1,1.6,3.72,18.76
14,2,208,49,0,5.9,1.09,3.07,4.33
21,3,6,46,15,5.2,1.52,2.0,10.54
133,8,110,56,23,9.6,2.08,2.02,17.56
64,5,20,53,44,10.1,1.8,3.9,17.98
12,3,4,77,8,15.5,1.7,6.33,26.35
10,3,1,31,9,7.2,1.29,2.83,13.68
12,5,0,61,12,19.2,1.66,3.89,27.31
26,4,57,60,0,6.0,1.48,5.44,7.08
15,2,79,39,0,6.0,0.95,3.22,4.4
12,4,127,56,0,9.5,0.97,5.63,6.75
62,7,128,41,0,15.3,1.51,5.29,7.06
15,5,11,74,4,11.9,2.28,3.58,19.77
130,10,214,54,0,7.1,2.24,5.99,8.56
18,4,12,80,6,23.5,1.13,4.1,34.63
82,8,0,54,82,11.7,1.79,4.04,20.78
23,6,133,61,0,12.1,1.54,1.58,3.23
39,2,293,54,0,14.6,1.07,6.35,7.64
9,6,4,64,5,12.3,1.48,3.45,19.22
8,4,4,59,4,8.9,1.26,3.45,15.72
25,6,203,89,0,20.4,1.64,3.56,5.28
40,4,60,63,0,18.3,1.51,1.43,3.25
17,7,219,80,0,21.9,1.43,3.6,5.22
5,5,44,49,0,9.3,1.42,3.8,5.56
5,1,2,82,3,20.0,1.54,2.95,27.73
5,1,79,40,0,7.0,1.4,3.32,5.05
3,2,0,52,3,10.9,1.07,3.85,18.07
18,3,79,48,0,14.4,1.31,5.75,7.38
45,5,97,49,0,6.5,1.61,5.76,7.42
16,4,250,94,0,21.2,1.33,1.96,3.58
2,2,1,54,1,8.9,1.86,3.17,16.78
14,6,103,84,0,18.7,1.21,1.7,3.19
14,6,0,39,14,6.7,1.6,3.57,13.42
108,8,283,48,0,10.8,1.99,1.9,3.96
4,3,1,36,3,8.3,1.1,3.47,16.31
12,4,4,62,8,8.3,1.67,5.64,17.65
76,4,0,42,76,7.0,2.04,3.21,14.06
25,1,79,25,0,6.8,1.02,4.25,5.52
27,2,0,43,27,7.2,1.19,1.26,12.68
18,1,44,22,0,7.2,1.06,1.23,2.44
22,7,2,77,20,16.9,1.82,1.29,22.99
33,7,122,79,0,18.0,1.28,1.38,2.85
8,3,107,35,0,6.3,0.86,3.32,4.53
36,2,20,42,16,9.8,1.32,6.25,19.84
5,4,141,79,0,16.8,1.22,6.05,7.43
22,2,157,63,0,13.7,1.05,5.73,7.03
19,5,63,31,0,9.6,1.29,1.83,3.35
9,2,0,59,9,8.4,1.74,3.63,15.99
16,7,3,31,13,6.4,1.5,2.1,12.83
9,4,72,73,0,20.7,1.32,1.64,3.17
6,6,1,73,5,12.2,1.26,1.44,19.06
12,2,0,67,12,11.3,1.52,3.41,19.68
6,2,3,40,3,7.6,1.57,3.57,14.89
22,6,79,41,0,10.5,1.51,6.17,8.02
6,3,188,65,0,16.9,1.3,1.5,3.05
31,1,86,35,0,6.2,0.89,3.3,4.27
6,4,58,56,0,7.6,0.94,3.78,4.82
10,5,218,54,0,6.6,1.68,3.69,5.56
9,4,141,82,0,18.8,1.18,3.51,4.83
54,6,56,46,0,6.1,1.65,1.8,3.51
22,4,134,56,0,11.9,1.21,3.47,5.03
14,3,157,32,0,6.6,1.39,1.51,3.1
26,6,0,41,26,11.4,1.63,3.78,17.96
2,2,82,44,0,6.5,0.74,1.86,2.79
16,2,108,57,0,8.7,0.94,3.79,4.99
99,5,0,79,99,20.1,2.49,5.66,31.94
19,4,77,73,0,12.9,1.31,1.67,3.1
17,3,128,52,0,11.2,1.41,3.52,5.25
27,6,67,61,0,12.5,1.5,3.68,5.41
37,3,193,85,0,20.9,1.3,2.32,3.82
3,1,1,69,2,11.5,0.86,3.41,18.2
4,3,287,77,0,16.4,1.2,3.51,5.0
20,5,0,73,20,16.6,1.83,3.25,23.03
9,2,0,71,9,15.7,1.19,3.41,22.09
54,8,79,95,0,27.2,1.76,5.7,7.67
12,4,55,42,0,13.9,1.31,3.02,4.57
3,3,53,66,0,15.9,1.25,2.62,3.97
5,3,86,46,0,8.7,1.36,1.19,2.88
1,1,69,60,0,10.9,1.12,5.72,7.08
13,6,68,52,0,10.6,1.51,5.97,7.78
14,3,39,40,0,7.6,1.38,3.26,4.83
11,3,0,16,11,7.9,1.12,1.96,12.69
43,7,148,59,0,10.6,1.35,3.6,5.2
48,3,254,60,0,11.7,1.1,3.83,5.19
14,2,278,94,0,20.5,0.47,1.94,2.73
2,2,1,45,1,7.6,1.13,2.12,12.79
29,4,118,55,0,7.4,1.27,1.94,3.27
27,6,18,34,9,6.2,1.58,1.1,10.73
22,7,0,67,22,14.8,1.86,3.89,25.88
40,11,118,95,0,22.6,1.99,3.64,5.71
6,1,126,60,0,10.3,0.93,6.61,7.87
100,10,146,63,0,12.0,1.82,6.01,8.16
7,2,81,58,0,10.4,0.88,6.52,7.55
32,3,121,68,0,14.2,1.37,1.54,2.99
4,2,39,40,0,7.0,1.14,3.56,4.81
7,3,0,70,7,12.9,1.74,1.8,19.02
64,4,69,37,0,10.4,1.69,3.36,5.38
13,3,4,62,9,15.0,1.27,1.75,21.8
35,5,78,83,0,14.8,1.62,2.82,4.7
20,4,11,53,9,12.3,1.5,3.72,18.71
15,1,5,50,10,9.7,1.63,2.93,17.82
56,2,143,59,0,7.7,1.24,3.75,5.25
13,11,52,65,0,14.6,2.04,2.1,4.25
3,1,39,47,0,11.0,1.34,5.18,6.86
8,1,137,67,0,10.9,0.91,1.52,2.75
27,1,7,47,20,9.2,1.42,1.53,13.64
23,5,111,79,0,19.1,1.62,3.39,5.35
4,1,0,62,4,19.4,1.21,3.83,30.57
9,1,71,49,0,9.4,0.91,6.42,7.64
10,7,97,53,0,8.1,1.28,4.64,6.16
12,2,7,47,5,9.8,1.08,3.52,16.11
5,4,63,34,0,8.3,1.21,3.97,5.29
9,5,249,56,0,12.8,1.05,5.63,6.97
9,4,4,48,5,10.8,1.29,1.25,15.37
33,4,182,63,0,14.3,1.12,1.13,2.53
34,3,93,45,0,9.5,1.07,5.95,7.32
14,4,4,127,10,28.2,1.71,6.1,39.69
12,4,64,43,0,6.3,0.63,6.47,7.23
19,8,30,37,0,10.7,1.98,3.66,5.81
8,4,143,103,0,25.6,1.37,4.1,5.52
6,4,3,66,3,14.4,1.11,4.11,21.57
7,2,80,64,0,10.1,1.04,3.52,4.79
9,3,55,58,0,12.5,1.36,1.45,3.08
6,2,36,40,0,6.8,1.33,2.81,4.45
19,4,73,74,0,11.0,1.54,5.76,7.43
32,5,50,31,0,6.7,1.49,1.14,2.78
4,1,104,46,0,5.6,1.15,1.16,2.47
17,4,123,80,0,18.5,1.47,3.31,4.83
13,3,10,42,3,8.5,1.42,3.74,16.13
22,3,37,35,0,6.6,1.1,3.63,5.07
16,7,0,64,16,9.5,1.8,3.94,19.51
4,1,152,69,0,14.0,0.92,6.17,7.38
5,3,0,47,5,6.7,1.54,3.23,13.58
17,7,133,57,0,8.9,1.35,3.84,5.49
42,5,3,71,39,14.8,1.66,2.88,22.59
2,2,90,45,0,11.2,0.78,3.94,4.95
22,5,122,64,0,18.7,1.53,1.16,2.86
48,6,102,83,0,14.9,1.49,1.0,2.69
14,5,0,65,14,13.4,1.3,3.75,25.92
27,3,132,68,0,14.6,1.24,3.36,4.67
9,3,107,58,0,6.2,0.97,2.03,3.15
15,6,38,43,0,10.6,1.3,3.93,5.4
4,3,141,71,0,23.8,1.43,5.56,7.33
2,1,63,31,0,9.2,0.8,2.19,3.24
38,5,15,49,23,10.7,1.72,5.15,19.79
7,4,5,48,2,8.5,1.3,1.71,17.08
11,4,105,61,0,8.5,0.96,4.14,5.21
5,2,145,78,0,15.6,1.13,5.54,6.85
5,3,82,69,0,23.4,1.01,2.45,5.78
14,3,195,111,0,19.8,1.36,3.57,5.18
9,8,78,33,0,5.4,1.58,3.67,5.54
23,8,142,66,0,10.4,1.57,4.03,5.86
25,3,109,55,0,9.3,0.75,1.69,2.56
22,7,144,42,0,7.0,1.32,2.9,4.41
20,4,3,68,17,15.8,1.43,1.0,22.25
68,8,0,39,68,9.5,2.13,3.06,16.53
6,2,2,30,4,7.3,1.37,1.1,10.84
16,5,9,58,7,12.5,1.61,3.07,19.25
46,8,66,28,0,6.7,1.8,5.72,7.74
51,2,95,92,0,17.4,1.37,1.0,2.63
5,2,90,79,0,18.0,1.13,2.96,4.29
12,3,271,87,0,14.5,1.27,6.25,7.7
